Phase Identity,Integer identifying grain,Number of measurement points in the grain,Area of grain in square microns,Diameter of grain in microns,ASTM grain size
2,3882,3,0.00935,0.11,23.7
2,3901,2,0.00624,0.09,24.3
2,3961,2,0.00624,0.09,24.3
2,3980,2,0.00624,0.09,24.3
2,3983,3,0.00935,0.11,23.7
2,3991,3,0.00935,0.11,23.7
2,3994,3,0.00935,0.11,23.7
2,3996,2,0.00624,0.09,24.3
2,3998,3,0.00935,0.11,23.7
2,4000,6,0.0187,0.15,22.7
2,4005,2,0.00624,0.09,24.3
2,4017,1254,3.91E+//0-,2.23,15
2,4021,2,0.00624,0.09,24.3
2,4037,2,0.00624,0.09,24.3
2,4062,2,0.00624,0.09,24.3
2,4069,2,0.00624,0.09,24.3
2,4083,2,0.00624,0.09,24.3
2,4084,2,0.00624,0.09,24.3
2,4120,2,0.00624,0.09,24.3
2,4138,2,0.00624,0.09,24.3
2,4139,2,0.00624,0.09,24.3
2,4147,3,0.00935,0.11,23.7
2,4148,3,0.00935,0.11,23.7
2,4154,3,0.00935,0.11,23.7
2,4218,2,0.00624,0.09,24.3
2,4230,2,0.00624,0.09,24.3
2,4259,2,0.00624,0.09,24.3
2,4304,6,0.0187,0.15,22.7
2,4309,2,0.00624,0.09,24.3
2,4325,32,0.0998,0.36,20.3
2,4342,3,0.00935,0.11,23.7
2,4343,3,0.00935,0.11,23.7
2,4395,5,0.0156,0.14,23
2,4397,4,0.0125,0.13,23.3
2,4441,2,0.00624,0.09,24.3
2,4481,12,0.0374,0.22,21.7
2,4497,2,0.00624,0.09,24.3
2,4501,2,0.00624,0.09,24.3
2,4541,19,0.0592,0.27,21.1
2,4578,2,0.00624,0.09,24.3
2,4602,2,0.00624,0.09,24.3
2,4611,2,0.00624,0.09,24.3
2,4620,2,0.00624,0.09,24.3
2,4626,2,0.00624,0.09,24.3
2,4716,3,0.00935,0.11,23.7
2,4755,855,2.67E+//0-,1.84,15.6
2,4798,2,0.00624,0.09,24.3
2,4799,3,0.00935,0.11,23.7
2,4855,3,0.00935,0.11,23.7
2,4883,73,0.228,0.54,19.1
2,4887,2,0.00624,0.09,24.3
2,4889,5,0.0156,0.14,23
2,4895,2,0.00624,0.09,24.3
2,4896,2,0.00624,0.09,24.3
2,4906,2,0.00624,0.09,24.3
2,4936,2,0.00624,0.09,24.3
2,4958,2,0.00624,0.09,24.3
2,4996,620,1.93E+//0-,1.57,16
2,5015,2,0.00624,0.09,24.3
2,5020,2,0.00624,0.09,24.3
2,5053,2,0.00624,0.09,24.3
2,5055,2,0.00624,0.09,24.3
2,5073,2388,7.45E+//0-,3.08,14.1
2,5078,2,0.00624,0.09,24.3
2,5097,3,0.00935,0.11,23.7
2,5105,4,0.0125,0.13,23.3
2,5107,2,0.00624,0.09,24.3
2,5108,3,0.00935,0.11,23.7
2,5115,2,0.00624,0.09,24.3
2,5119,2,0.00624,0.09,24.3
2,5176,9,0.0281,0.19,22.1
2,5221,2,0.00624,0.09,24.3
2,5234,2,0.00624,0.09,24.3
2,5278,41,0.128,0.4,19.9
2,5314,2,0.00624,0.09,24.3
2,5339,4,0.0125,0.13,23.3
2,5342,3,0.00935,0.11,23.7
2,5355,2,0.00624,0.09,24.3
2,5362,2,0.00624,0.09,24.3
2,5400,3,0.00935,0.11,23.7
2,5427,3,0.00935,0.11,23.7
2,5435,3,0.00935,0.11,23.7
2,5439,3,0.00935,0.11,23.7
2,5441,138,0.43,0.74,18.2
2,5447,2,0.00624,0.09,24.3
2,5458,2,0.00624,0.09,24.3
2,5496,3,0.00935,0.11,23.7
2,5548,2,0.00624,0.09,24.3
2,5598,2,0.00624,0.09,24.3
2,5615,2,0.00624,0.09,24.3
2,5618,2,0.00624,0.09,24.3
2,5635,2,0.00624,0.09,24.3
2,5637,2,0.00624,0.09,24.3
2,5647,36,0.112,0.38,20.1
2,5703,2,0.00624,0.09,24.3
2,5720,2,0.00624,0.09,24.3
2,5721,4,0.0125,0.13,23.3
2,5759,2,0.00624,0.09,24.3
2,5785,2,0.00624,0.09,24.3
2,5796,2,0.00624,0.09,24.3
2,5812,2,0.00624,0.09,24.3
2,5890,2,0.00624,0.09,24.3
2,5894,2,0.00624,0.09,24.3
2,5903,3,0.00935,0.11,23.7
2,5941,2,0.00624,0.09,24.3
2,5959,2,0.00624,0.09,24.3
2,5963,2,0.00624,0.09,24.3
2,5979,3,0.00935,0.11,23.7
2,5980,2,0.00624,0.09,24.3
2,6002,13,0.0405,0.23,21.6
2,6037,412,1.28E+//0-,1.28,16.6
2,6063,3,0.00935,0.11,23.7
2,6097,17,0.053,0.26,21.2
2,6150,3,0.00935,0.11,23.7
2,6174,140,0.437,0.75,18.2
2,6197,369,1.15E+//0-,1.21,16.8
2,6204,2,0.00624,0.09,24.3
2,6228,3,0.00935,0.11,23.7
2,6256,2,0.00624,0.09,24.3
2,6303,2,0.00624,0.09,24.3
2,6305,2,0.00624,0.09,24.3
2,6307,2,0.00624,0.09,24.3
2,6319,2,0.00624,0.09,24.3
2,6322,2,0.00624,0.09,24.3
2,6339,1690,5.27E+//0-,2.59,14.6
2,6340,2,0.00624,0.09,24.3
2,6372,2,0.00624,0.09,24.3
2,6446,3,0.00935,0.11,23.7
2,6466,1632,5.09E+//0-,2.55,14.6
2,6486,2,0.00624,0.09,24.3
2,6564,2,0.00624,0.09,24.3
2,6585,2,0.00624,0.09,24.3
2,6609,2,0.00624,0.09,24.3
2,6617,2,0.00624,0.09,24.3
2,6656,2,0.00624,0.09,24.3
2,6705,110,0.343,0.66,18.5
2,6719,2,0.00624,0.09,24.3
2,6746,2,0.00624,0.09,24.3
2,6748,2,0.00624,0.09,24.3
2,6761,3,0.00935,0.11,23.7
2,6789,51,0.159,0.45,19.6
2,6825,2,0.00624,0.09,24.3
2,6836,2,0.00624,0.09,24.3
2,6843,3,0.00935,0.11,23.7
2,6893,2,0.00624,0.09,24.3
2,6994,2,0.00624,0.09,24.3
2,6996,2,0.00624,0.09,24.3
2,7014,2,0.00624,0.09,24.3
2,7022,2,0.00624,0.09,24.3
2,7045,7,0.0218,0.17,22.5
2,7062,2,0.00624,0.09,24.3
2,7084,2,0.00624,0.09,24.3
2,7124,4,0.0125,0.13,23.3
2,7135,2,0.00624,0.09,24.3
2,7145,2,0.00624,0.09,24.3
2,7164,4,0.0125,0.13,23.3
2,7171,2,0.00624,0.09,24.3
2,7257,2,0.00624,0.09,24.3
2,7274,2,0.00624,0.09,24.3
2,7292,2,0.00624,0.09,24.3
2,7297,13,0.0405,0.23,21.6
2,7364,2,0.00624,0.09,24.3
2,7365,6,0.0187,0.15,22.7
2,7394,2,0.00624,0.09,24.3
2,7419,3,0.00935,0.11,23.7
2,7420,2,0.00624,0.09,24.3
2,7427,2,0.00624,0.09,24.3
2,7442,2,0.00624,0.09,24.3
2,7480,2,0.00624,0.09,24.3
2,7520,2,0.00624,0.09,24.3
2,7531,2,0.00624,0.09,24.3
2,7532,2,0.00624,0.09,24.3
2,7541,3,0.00935,0.11,23.7
2,7545,2,0.00624,0.09,24.3
2,7602,2,0.00624,0.09,24.3
2,7616,2,0.00624,0.09,24.3
2,7623,2,0.00624,0.09,24.3
2,7634,4,0.0125,0.13,23.3
2,7635,2,0.00624,0.09,24.3
2,7637,2,0.00624,0.09,24.3
2,7672,2,0.00624,0.09,24.3
2,7678,2,0.00624,0.09,24.3
2,7679,2,0.00624,0.09,24.3
2,7681,2,0.00624,0.09,24.3
2,7713,5,0.0156,0.14,23
2,7725,142,0.443,0.75,18.2
2,7745,2,0.00624,0.09,24.3
2,7746,2,0.00624,0.09,24.3
2,7747,2,0.00624,0.09,24.3
2,7767,57,0.178,0.48,19.5
2,7837,2,0.00624,0.09,24.3
2,7864,8,0.0249,0.18,22.3
2,7880,2,0.00624,0.09,24.3
2,7905,2,0.00624,0.09,24.3
2,7913,2,0.00624,0.09,24.3
2,7950,3,0.00935,0.11,23.7
2,7955,4,0.0125,0.13,23.3
2,7963,1368,4.27E+//0-,2.33,14.9
2,7977,2,0.00624,0.09,24.3
2,8020,2,0.00624,0.09,24.3
2,8045,2,0.00624,0.09,24.3
2,8083,3,0.00935,0.11,23.7
2,8107,2,0.00624,0.09,24.3
2,8117,22,0.0686,0.3,20.8
2,8150,2,0.00624,0.09,24.3
2,8184,2,0.00624,0.09,24.3
2,8196,3,0.00935,0.11,23.7
2,8282,3,0.00935,0.11,23.7
2,8359,2,0.00624,0.09,24.3
2,8369,2,0.00624,0.09,24.3
2,8372,5,0.0156,0.14,23
2,8381,1068,3.33E+//0-,2.06,15.2
2,8396,2,0.00624,0.09,24.3
2,8420,568,1.77E+//0-,1.5,16.2
2,8441,2,0.00624,0.09,24.3
2,8462,2,0.00624,0.09,24.3
2,8510,2,0.00624,0.09,24.3
2,8572,2,0.00624,0.09,24.3
2,8587,3,0.00935,0.11,23.7
2,8623,3,0.00935,0.11,23.7
2,8625,2,0.00624,0.09,24.3
2,8638,3,0.00935,0.11,23.7
2,8678,2,0.00624,0.09,24.3
2,8685,2,0.00624,0.09,24.3
2,8692,2,0.00624,0.09,24.3
2,8769,2,0.00624,0.09,24.3
2,8783,2,0.00624,0.09,24.3
2,8792,71,0.221,0.53,19.2
2,8827,2,0.00624,0.09,24.3
2,8891,2,0.00624,0.09,24.3
2,8903,217,0.677,0.93,17.5
2,8932,2,0.00624,0.09,24.3
2,8934,3,0.00935,0.11,23.7
2,8936,2,0.00624,0.09,24.3
2,8978,2,0.00624,0.09,24.3
2,8980,3,0.00935,0.11,23.7
2,8982,11,0.0343,0.21,21.8
2,8988,9,0.0281,0.19,22.1
2,8990,3,0.00935,0.11,23.7
2,8992,2,0.00624,0.09,24.3
2,9032,3,0.00935,0.11,23.7
2,9044,2,0.00624,0.09,24.3
2,9049,2,0.00624,0.09,24.3
2,9056,447,1.39E+//0-,1.33,16.5
2,9062,658,2.05E+//0-,1.62,15.9
2,9073,555,1.73E+//0-,1.48,16.2
2,9101,2,0.00624,0.09,24.3
2,9115,2,0.00624,0.09,24.3
2,9137,2,0.00624,0.09,24.3
2,9141,2,0.00624,0.09,24.3
2,9159,2,0.00624,0.09,24.3
2,9163,2,0.00624,0.09,24.3
2,9174,2,0.00624,0.09,24.3
2,9218,3,0.00935,0.11,23.7
2,9220,2,0.00624,0.09,24.3
2,9280,2,0.00624,0.09,24.3
2,9317,19,0.0592,0.27,21.1
2,9342,115,0.359,0.68,18.5
2,9371,2,0.00624,0.09,24.3
2,9401,2,0.00624,0.09,24.3
2,9439,2,0.00624,0.09,24.3
2,9485,2,0.00624,0.09,24.3
2,9574,2,0.00624,0.09,24.3
2,9635,2,0.00624,0.09,24.3
2,9637,33,0.103,0.36,20.3
2,9654,2,0.00624,0.09,24.3
2,9659,3,0.00935,0.11,23.7
2,9690,2,0.00624,0.09,24.3
2,9721,3,0.00935,0.11,23.7
2,9748,2,0.00624,0.09,24.3
2,9764,2,0.00624,0.09,24.3
2,9772,2,0.00624,0.09,24.3
2,9783,2,0.00624,0.09,24.3
2,9808,2,0.00624,0.09,24.3
2,9862,2,0.00624,0.09,24.3
2,9866,2,0.00624,0.09,24.3
2,9875,2,0.00624,0.09,24.3
2,9889,2,0.00624,0.09,24.3
2,9982,2,0.00624,0.09,24.3
2,10008,2,0.00624,0.09,24.3
2,10011,3,0.00935,0.11,23.7
2,10037,2,0.00624,0.09,24.3
2,10056,2,0.00624,0.09,24.3
2,10057,2,0.00624,0.09,24.3
2,10059,2,0.00624,0.09,24.3
2,10108,2,0.00624,0.09,24.3
2,10156,4,0.0125,0.13,23.3
2,10184,509,1.59E+//0-,1.42,16.3
2,10208,2,0.00624,0.09,24.3
2,10209,2,0.00624,0.09,24.3
2,10215,2,0.00624,0.09,24.3
2,10230,2,0.00624,0.09,24.3
2,10268,2,0.00624,0.09,24.3
2,10279,2,0.00624,0.09,24.3
2,10291,2,0.00624,0.09,24.3
2,10335,2,0.00624,0.09,24.3
2,10336,3,0.00935,0.11,23.7
2,10354,2,0.00624,0.09,24.3
2,10385,2,0.00624,0.09,24.3
2,10386,1989,6.20E+//0-,2.81,14.3
2,10401,4,0.0125,0.13,23.3
2,10414,2,0.00624,0.09,24.3
2,10453,420,1.31E+//0-,1.29,16.6
2,10467,3,0.00935,0.11,23.7
2,10468,2,0.00624,0.09,24.3
2,10518,3,0.00935,0.11,23.7
2,10536,2,0.00624,0.09,24.3
2,10557,2,0.00624,0.09,24.3
2,10558,2,0.00624,0.09,24.3
2,10640,3,0.00935,0.11,23.7
2,10646,2,0.00624,0.09,24.3
2,10653,2,0.00624,0.09,24.3
2,10713,4,0.0125,0.13,23.3
2,10734,2,0.00624,0.09,24.3
2,10735,16,0.0499,0.25,21.3
2,10752,2,0.00624,0.09,24.3
2,10796,2,0.00624,0.09,24.3
2,10811,2,0.00624,0.09,24.3
2,10834,2,0.00624,0.09,24.3
2,10835,2,0.00624,0.09,24.3
2,10856,3,0.00935,0.11,23.7
2,10900,2,0.00624,0.09,24.3
2,10906,2,0.00624,0.09,24.3
2,10914,2,0.00624,0.09,24.3
2,10924,2,0.00624,0.09,24.3
2,10965,2,0.00624,0.09,24.3
2,10980,3,0.00935,0.11,23.7
2,11048,2,0.00624,0.09,24.3
2,11049,2,0.00624,0.09,24.3
2,11088,2,0.00624,0.09,24.3
2,11098,3,0.00935,0.11,23.7
2,11118,305,0.951,1.1,17.1
2,11159,2,0.00624,0.09,24.3
2,11188,495,1.54E+//0-,1.4,16.4
2,11217,2,0.00624,0.09,24.3
2,11281,2,0.00624,0.09,24.3
2,11288,2,0.00624,0.09,24.3
2,11290,5,0.0156,0.14,23
2,11298,4,0.0125,0.13,23.3
2,11299,2,0.00624,0.09,24.3
2,11374,2,0.00624,0.09,24.3
2,11425,5,0.0156,0.14,23
2,11470,2,0.00624,0.09,24.3
2,11524,4,0.0125,0.13,23.3
2,11530,81,0.253,0.57,19
2,11531,2,0.00624,0.09,24.3
2,11548,2,0.00624,0.09,24.3
2,11580,192,0.599,0.87,17.7
2,11616,2,0.00624,0.09,24.3
2,11626,2,0.00624,0.09,24.3
2,11645,9,0.0281,0.19,22.1
2,11647,2,0.00624,0.09,24.3
2,11672,225,0.702,0.95,17.5
2,11750,3,0.00935,0.11,23.7
2,11809,2,0.00624,0.09,24.3
2,11810,2,0.00624,0.09,24.3
2,11830,2243,6.99E+//0-,2.98,14.2
2,11832,2,0.00624,0.09,24.3
2,11833,2,0.00624,0.09,24.3
2,11875,2,0.00624,0.09,24.3
2,11877,2,0.00624,0.09,24.3
2,11897,14,0.0437,0.24,21.5
2,11924,103,0.321,0.64,18.6
2,11933,2,0.00624,0.09,24.3
2,11955,2,0.00624,0.09,24.3
2,12004,2,0.00624,0.09,24.3
2,12009,2,0.00624,0.09,24.3
2,12019,2,0.00624,0.09,24.3
2,12020,2,0.00624,0.09,24.3
2,12021,3,0.00935,0.11,23.7
2,12050,2,0.00624,0.09,24.3
2,12055,2,0.00624,0.09,24.3
2,12093,2,0.00624,0.09,24.3
2,12158,2,0.00624,0.09,24.3
2,12276,3,0.00935,0.11,23.7
2,12292,2,0.00624,0.09,24.3
2,12352,2,0.00624,0.09,24.3
2,12433,2,0.00624,0.09,24.3
2,12463,2,0.00624,0.09,24.3
2,12474,1112,3.47E+//0-,2.1,15.2
2,12534,3,0.00935,0.11,23.7
2,12550,2,0.00624,0.09,24.3
2,12581,2,0.00624,0.09,24.3
2,12589,2,0.00624,0.09,24.3
2,12592,2,0.00624,0.09,24.3
2,12611,2,0.00624,0.09,24.3
2,12627,2,0.00624,0.09,24.3
2,12718,4250,1.33E+//0-,4.11,13.3
2,12737,2,0.00624,0.09,24.3
2,12794,2,0.00624,0.09,24.3
2,12795,2,0.00624,0.09,24.3
2,12805,65,0.203,0.51,19.3
2,12847,1407,4.39E+//0-,2.36,14.8
2,12855,745,2.32E+//0-,1.72,15.8
2,12857,4,0.0125,0.13,23.3
2,12869,3,0.00935,0.11,23.7
2,12884,2,0.00624,0.09,24.3
2,12896,2,0.00624,0.09,24.3
2,12930,2,0.00624,0.09,24.3
2,12946,2,0.00624,0.09,24.3
2,13033,2,0.00624,0.09,24.3
2,13083,2,0.00624,0.09,24.3
2,13102,7,0.0218,0.17,22.5
2,13112,129,0.402,0.72,18.3
2,13115,2,0.00624,0.09,24.3
2,13138,2,0.00624,0.09,24.3
2,13148,3,0.00935,0.11,23.7
2,13233,16,0.0499,0.25,21.3
2,13261,2,0.00624,0.09,24.3
2,13272,2,0.00624,0.09,24.3
2,13306,2,0.00624,0.09,24.3
2,13313,2,0.00624,0.09,24.3
2,13321,2,0.00624,0.09,24.3
2,13373,2,0.00624,0.09,24.3
2,13396,2,0.00624,0.09,24.3
2,13412,293,0.914,1.08,17.1
2,13463,2,0.00624,0.09,24.3
2,13482,527,1.64E+//0-,1.45,16.3
2,13541,2,0.00624,0.09,24.3
2,13547,6,0.0187,0.15,22.7
2,13549,5,0.0156,0.14,23
2,13566,7,0.0218,0.17,22.5
2,13568,3,0.00935,0.11,23.7
2,13588,2,0.00624,0.09,24.3
2,13610,2,0.00624,0.09,24.3
2,13611,2,0.00624,0.09,24.3
2,13687,2,0.00624,0.09,24.3
2,13704,3,0.00935,0.11,23.7
2,13707,2,0.00624,0.09,24.3
2,13708,2,0.00624,0.09,24.3
2,13784,3,0.00935,0.11,23.7
2,13807,2,0.00624,0.09,24.3
2,13914,2,0.00624,0.09,24.3
2,13942,2,0.00624,0.09,24.3
2,13989,2,0.00624,0.09,24.3
2,14005,39,0.122,0.39,20
2,14031,2,0.00624,0.09,24.3
2,14036,2,0.00624,0.09,24.3
2,14037,2,0.00624,0.09,24.3
2,14073,19,0.0592,0.27,21.1
2,14124,2,0.00624,0.09,24.3
2,14208,2,0.00624,0.09,24.3
2,14252,670,2.09E+//0-,1.63,15.9
2,14316,2,0.00624,0.09,24.3
2,14345,2,0.00624,0.09,24.3
2,14399,2,0.00624,0.09,24.3
2,14469,2,0.00624,0.09,24.3
2,14497,2,0.00624,0.09,24.3
2,14519,9252,2.88E+//0-,6.06,12.1
2,14533,2,0.00624,0.09,24.3
2,14622,2,0.00624,0.09,24.3
2,14642,2,0.00624,0.09,24.3
2,14661,2,0.00624,0.09,24.3
2,14685,3,0.00935,0.11,23.7
2,14755,2,0.00624,0.09,24.3
2,14804,2,0.00624,0.09,24.3
2,14827,2,0.00624,0.09,24.3
2,14828,2,0.00624,0.09,24.3
2,14846,3,0.00935,0.11,23.7
2,14855,2,0.00624,0.09,24.3
2,14859,2,0.00624,0.09,24.3
2,14899,2,0.00624,0.09,24.3
2,14926,2,0.00624,0.09,24.3
2,14947,2,0.00624,0.09,24.3
2,15003,2,0.00624,0.09,24.3
2,15032,2,0.00624,0.09,24.3
2,15034,3,0.00935,0.11,23.7
2,15127,28,0.0873,0.33,20.5
2,15217,3,0.00935,0.11,23.7
2,15276,3,0.00935,0.11,23.7
2,15292,2,0.00624,0.09,24.3
2,15300,2,0.00624,0.09,24.3
2,15339,2,0.00624,0.09,24.3
2,15384,7,0.0218,0.17,22.5
2,15406,2,0.00624,0.09,24.3
2,15437,2,0.00624,0.09,24.3
2,15474,2,0.00624,0.09,24.3
2,15556,98,0.306,0.62,18.7
2,15576,2,0.00624,0.09,24.3
2,15620,2,0.00624,0.09,24.3
2,15636,3,0.00935,0.11,23.7
2,15647,2,0.00624,0.09,24.3
2,15654,2,0.00624,0.09,24.3
2,15675,2,0.00624,0.09,24.3
2,15702,2,0.00624,0.09,24.3
2,15715,2,0.00624,0.09,24.3
2,15718,4,0.0125,0.13,23.3
2,15727,2,0.00624,0.09,24.3
2,15763,2,0.00624,0.09,24.3
2,15765,954,2.97E+//0-,1.95,15.4
2,15846,2,0.00624,0.09,24.3
2,15862,2,0.00624,0.09,24.3
2,15877,2,0.00624,0.09,24.3
2,15887,2,0.00624,0.09,24.3
2,15909,4,0.0125,0.13,23.3
2,15929,2,0.00624,0.09,24.3
2,15970,2,0.00624,0.09,24.3
2,15976,45,0.14,0.42,19.8
2,16000,2,0.00624,0.09,24.3
2,16043,3,0.00935,0.11,23.7
2,16101,5,0.0156,0.14,23
2,16116,2,0.00624,0.09,24.3
2,16161,2,0.00624,0.09,24.3
2,16181,51,0.159,0.45,19.6
2,16186,381,1.19E+//0-,1.23,16.7
2,16210,2,0.00624,0.09,24.3
2,16240,2,0.00624,0.09,24.3
2,16284,2,0.00624,0.09,24.3
2,16287,2,0.00624,0.09,24.3
2,16376,2,0.00624,0.09,24.3
2,16405,2,0.00624,0.09,24.3
2,16417,2,0.00624,0.09,24.3
2,16526,2,0.00624,0.09,24.3
2,16546,2,0.00624,0.09,24.3
2,16559,233,0.726,0.96,17.4
2,16563,2,0.00624,0.09,24.3
2,16573,2,0.00624,0.09,24.3
2,16603,2,0.00624,0.09,24.3
2,16637,2,0.00624,0.09,24.3
2,16638,2,0.00624,0.09,24.3
2,16641,2,0.00624,0.09,24.3
2,16652,2,0.00624,0.09,24.3
2,16668,4,0.0125,0.13,23.3
2,16671,1754,5.47E+//0-,2.64,14.5
2,16673,2,0.00624,0.09,24.3
2,16674,2,0.00624,0.09,24.3
2,16688,2,0.00624,0.09,24.3
2,16741,4,0.0125,0.13,23.3
2,16753,2,0.00624,0.09,24.3
2,16764,2,0.00624,0.09,24.3
2,16779,2,0.00624,0.09,24.3
2,16797,76,0.237,0.55,19.1
2,16837,2,0.00624,0.09,24.3
2,16850,104,0.324,0.64,18.6
2,16864,2,0.00624,0.09,24.3
2,16865,3,0.00935,0.11,23.7
2,16892,6,0.0187,0.15,22.7
2,16900,2,0.00624,0.09,24.3
2,16967,2,0.00624,0.09,24.3
2,16971,2,0.00624,0.09,24.3
2,17013,96,0.299,0.62,18.7
2,17027,2,0.00624,0.09,24.3
2,17067,2,0.00624,0.09,24.3
2,17080,4,0.0125,0.13,23.3
2,17091,3,0.00935,0.11,23.7
2,17094,3,0.00935,0.11,23.7
2,17149,2,0.00624,0.09,24.3
2,17161,8,0.0249,0.18,22.3
2,17174,2,0.00624,0.09,24.3
2,17205,2,0.00624,0.09,24.3
2,17248,2,0.00624,0.09,24.3
2,17271,77,0.24,0.55,19
2,17278,2,0.00624,0.09,24.3
2,17286,3,0.00935,0.11,23.7
2,17304,4,0.0125,0.13,23.3
2,17358,2,0.00624,0.09,24.3
2,17377,2,0.00624,0.09,24.3
2,17388,2,0.00624,0.09,24.3
2,17400,2,0.00624,0.09,24.3
2,17418,2,0.00624,0.09,24.3
2,17471,2,0.00624,0.09,24.3
2,17512,2,0.00624,0.09,24.3
2,17528,3,0.00935,0.11,23.7
2,17532,6,0.0187,0.15,22.7
2,17550,3,0.00935,0.11,23.7
2,17599,62,0.193,0.5,19.4
2,17621,36,0.112,0.38,20.1
2,17631,2,0.00624,0.09,24.3
2,17657,2,0.00624,0.09,24.3
2,17732,79,0.246,0.56,19
2,17814,5054,1.58E+//0-,4.48,13
2,17867,19,0.0592,0.27,21.1
2,17871,2,0.00624,0.09,24.3
2,17878,144,0.449,0.76,18.1
2,17882,2,0.00624,0.09,24.3
2,17904,7,0.0218,0.17,22.5
2,17919,2,0.00624,0.09,24.3
2,17964,2,0.00624,0.09,24.3
2,17975,1109,3.46E+//0-,2.1,15.2
2,17994,2,0.00624,0.09,24.3
2,18020,2,0.00624,0.09,24.3
2,18024,2,0.00624,0.09,24.3
2,18053,2,0.00624,0.09,24.3
2,18061,22,0.0686,0.3,20.8
2,18064,2,0.00624,0.09,24.3
2,18107,3,0.00935,0.11,23.7
2,18130,3,0.00935,0.11,23.7
2,18134,115,0.359,0.68,18.5
2,18137,3,0.00935,0.11,23.7
2,18174,2,0.00624,0.09,24.3
2,18272,2,0.00624,0.09,24.3
2,18303,2,0.00624,0.09,24.3
2,18364,27,0.0842,0.33,20.5
2,18384,2,0.00624,0.09,24.3
2,18409,6,0.0187,0.15,22.7
2,18426,5,0.0156,0.14,23
2,18461,31,0.0967,0.35,20.4
2,18485,2,0.00624,0.09,24.3
2,18494,2,0.00624,0.09,24.3
2,18499,3,0.00935,0.11,23.7
2,18518,2,0.00624,0.09,24.3
2,18541,4,0.0125,0.13,23.3
2,18546,2,0.00624,0.09,24.3
2,18618,2,0.00624,0.09,24.3
2,18625,2,0.00624,0.09,24.3
2,18626,2,0.00624,0.09,24.3
2,18743,2,0.00624,0.09,24.3
2,18744,2,0.00624,0.09,24.3
2,18762,2,0.00624,0.09,24.3
2,18816,2,0.00624,0.09,24.3
2,18833,3,0.00935,0.11,23.7
2,18842,2,0.00624,0.09,24.3
2,18898,2,0.00624,0.09,24.3
2,18907,639,1.99E+//0-,1.59,16
2,18917,2,0.00624,0.09,24.3
2,18920,2,0.00624,0.09,24.3
2,18942,3,0.00935,0.11,23.7
2,18961,2,0.00624,0.09,24.3
2,18977,23,0.0717,0.3,20.8
2,18996,2,0.00624,0.09,24.3
2,19005,41,0.128,0.4,19.9
2,19042,2,0.00624,0.09,24.3
2,19059,8,0.0249,0.18,22.3
2,19062,2,0.00624,0.09,24.3
2,19091,2,0.00624,0.09,24.3
2,19123,2,0.00624,0.09,24.3
2,19132,4,0.0125,0.13,23.3
2,19187,33,0.103,0.36,20.3
2,19216,23,0.0717,0.3,20.8
2,19237,1840,5.74E+//0-,2.7,14.5
2,19257,2,0.00624,0.09,24.3
2,19280,2,0.00624,0.09,24.3
2,19291,17,0.053,0.26,21.2
2,19292,2,0.00624,0.09,24.3
2,19293,2,0.00624,0.09,24.3
2,19344,2,0.00624,0.09,24.3
2,19365,3,0.00935,0.11,23.7
2,19422,1270,3.96E+//0-,2.25,15
2,19455,2,0.00624,0.09,24.3
2,19458,2,0.00624,0.09,24.3
2,19479,2,0.00624,0.09,24.3
2,19504,6,0.0187,0.15,22.7
2,19552,2,0.00624,0.09,24.3
2,19560,2,0.00624,0.09,24.3
2,19563,2,0.00624,0.09,24.3
2,19569,2,0.00624,0.09,24.3
2,19575,3,0.00935,0.11,23.7
2,19599,2,0.00624,0.09,24.3
2,19656,6,0.0187,0.15,22.7
2,19657,2,0.00624,0.09,24.3
2,19682,3,0.00935,0.11,23.7
2,19743,2,0.00624,0.09,24.3
2,19750,2,0.00624,0.09,24.3
2,19767,2,0.00624,0.09,24.3
2,19782,2,0.00624,0.09,24.3
2,19826,7,0.0218,0.17,22.5
2,19840,4,0.0125,0.13,23.3
2,19853,2,0.00624,0.09,24.3
2,19856,6,0.0187,0.15,22.7
2,19861,2,0.00624,0.09,24.3
2,19881,2,0.00624,0.09,24.3
2,19900,2,0.00624,0.09,24.3
2,19913,181,0.564,0.85,17.8
2,19981,5,0.0156,0.14,23
2,19990,2,0.00624,0.09,24.3
2,20010,2,0.00624,0.09,24.3
2,20012,2,0.00624,0.09,24.3
2,20028,2,0.00624,0.09,24.3
2,20107,2,0.00624,0.09,24.3
2,20114,2,0.00624,0.09,24.3
2,20117,3,0.00935,0.11,23.7
2,20167,91,0.284,0.6,18.8
2,20173,3,0.00935,0.11,23.7
2,20179,2,0.00624,0.09,24.3
2,20181,78,0.243,0.56,19
2,20224,9,0.0281,0.19,22.1
2,20228,2,0.00624,0.09,24.3
2,20275,2,0.00624,0.09,24.3
2,20280,2,0.00624,0.09,24.3
2,20294,2,0.00624,0.09,24.3
2,20304,3,0.00935,0.11,23.7
2,20333,2,0.00624,0.09,24.3
2,20335,2,0.00624,0.09,24.3
2,20336,3,0.00935,0.11,23.7
2,20354,2,0.00624,0.09,24.3
2,20378,2,0.00624,0.09,24.3
2,20397,3,0.00935,0.11,23.7
2,20398,2,0.00624,0.09,24.3
2,20417,2,0.00624,0.09,24.3
2,20446,2,0.00624,0.09,24.3
2,20464,2,0.00624,0.09,24.3
2,20472,3,0.00935,0.11,23.7
2,20511,2,0.00624,0.09,24.3
